codcom;commune;RP2020;Département;Nom_CPTS;FINESS;Nom_CPTS_Miniscule;Statut
09231;Le Port;165;09-Ariège;CPTS ARIEGE COUSERANS;09 000 491 2;Ariège Couserans;Accord conventionnel interprofessionnel signé
09232;Prades;31;09-Ariège;CPTS ARIEGE PYRENEES;09 000 475 5;Ariège Pyrénées;Accord conventionnel interprofessionnel signé
09233;Pradettes;45;09-Ariège;;;;
09234;Pradières;121;09-Ariège;CPTS ARIEGE PYRENEES;09 000 475 5;Ariège Pyrénées;Accord conventionnel interprofessionnel signé
09235;Prat-Bonrepaux;861;09-Ariège;CPTS ARIEGE COUSERANS;09 000 491 2;Ariège Couserans;Accord conventionnel interprofessionnel signé
09236;Prayols;368;09-Ariège;CPTS ARIEGE PYRENEES;09 000 475 5;Ariège Pyrénées;Accord conventionnel interprofessionnel signé
09237;Le Puch;30;09-Ariège;;;;
09238;Les Pujols;840;09-Ariège;CPTS ARIEGE PYRENEES;09 000 475 5;Ariège Pyrénées;Accord conventionnel interprofessionnel signé
09239;Quérigut;138;09-Ariège;CPTS AGLY PYRENEES CORBIERES MEDITERRANEE;66 001 226 1;Agly Pyrénées Corbières Méditerranée;Accord conventionnel interprofessionnel signé
09240;Quié;295;09-Ariège;CPTS ARIEGE PYRENEES;09 000 475 5;Ariège Pyrénées;Accord conventionnel interprofessionnel signé
09241;Rabat-les-Trois-Seigneurs;368;09-Ariège;CPTS ARIEGE PYRENEES;09 000 475 5;Ariège Pyrénées;Accord conventionnel interprofessionnel signé
09242;Raissac;54;09-Ariège;;;;
09243;Régat;85;09-Ariège;;;;
09244;Rieucros;720;09-Ariège;;;;
09245;Rieux-de-Pelleport;1270;09-Ariège;CPTS ARIEGE PYRENEES;09 000 475 5;Ariège Pyrénées;Accord conventionnel interprofessionnel signé
09246;Rimont;532;09-Ariège;CPTS ARIEGE COUSERANS;09 000 491 2;Ariège Couserans;Accord conventionnel interprofessionnel signé
09247;Rivèrenert;160;09-Ariège;CPTS ARIEGE COUSERANS;09 000 491 2;Ariège Couserans;Accord conventionnel interprofessionnel signé
09249;Roquefixade;146;09-Ariège;;;;
09250;Roquefort-les-Cascades;90;09-Ariège;;;;
09251;Roumengoux;165;09-Ariège;;;;
09252;Rouze;90;09-Ariège;;;;
09253;Sabarat;391;09-Ariège;CPTS ARIEGE PYRENEES;09 000 475 5;Ariège Pyrénées;Accord conventionnel interprofessionnel signé
09254;Saint-Amadou;249;09-Ariège;CPTS ARIEGE PYRENEES;09 000 475 5;Ariège Pyrénées;Accord conventionnel interprofessionnel signé
09256;Saint-Bauzeil;59;09-Ariège;CPTS ARIEGE PYRENEES;09 000 475 5;Ariège Pyrénées;Accord conventionnel interprofessionnel signé
09257;Sainte-Croix-Volvestre;631;09-Ariège;CPTS ARIEGE COUSERANS;09 000 491 2;Ariège Couserans;Accord conventionnel interprofessionnel signé
09258;Saint-Félix-de-Rieutord;466;09-Ariège;CPTS ARIEGE PYRENEES;09 000 475 5;Ariège Pyrénées;Accord conventionnel interprofessionnel signé
09259;Saint-Félix-de-Tournegat;153;09-Ariège;;;;
09260;Sainte-Foi;30;09-Ariège;;;;
09261;Saint-Girons;6415;09-Ariège;CPTS ARIEGE COUSERANS;09 000 491 2;Ariège Couserans;Accord conventionnel interprofessionnel signé
09262;Saint-Jean-d'Aigues-Vives;378;09-Ariège;;;;
09263;Saint-Jean-du-Castillonnais;23;09-Ariège;CPTS ARIEGE COUSERANS;09 000 491 2;Ariège Couserans;Accord conventionnel interprofessionnel signé
09264;Saint-Jean-de-Verges;1285;09-Ariège;CPTS ARIEGE PYRENEES;09 000 475 5;Ariège Pyrénées;Accord conventionnel interprofessionnel signé
09265;Saint-Jean-du-Falga;2855;09-Ariège;CPTS ARIEGE PYRENEES;09 000 475 5;Ariège Pyrénées;Accord conventionnel interprofessionnel signé
09266;Saint-Julien-de-Gras-Capou;72;09-Ariège;;;;
09267;Saint-Lary;125;09-Ariège;CPTS ARIEGE COUSERANS;09 000 491 2;Ariège Couserans;Accord conventionnel interprofessionnel signé
09268;Saint-Lizier;1367;09-Ariège;CPTS ARIEGE COUSERANS;09 000 491 2;Ariège Couserans;Accord conventionnel interprofessionnel signé
09269;Saint-Martin-de-Caralp;365;09-Ariège;CPTS ARIEGE PYRENEES;09 000 475 5;Ariège Pyrénées;Accord conventionnel interprofessionnel signé
09270;Saint-Martin-d'Oydes;230;09-Ariège;CPTS ARIEGE PYRENEES;09 000 475 5;Ariège Pyrénées;Accord conventionnel interprofessionnel signé
09271;Saint-Michel;85;09-Ariège;CPTS ARIEGE PYRENEES;09 000 475 5;Ariège Pyrénées;Accord conventionnel interprofessionnel signé
09272;Saint-Paul-de-Jarrat;1337;09-Ariège;CPTS ARIEGE PYRENEES;09 000 475 5;Ariège Pyrénées;Accord conventionnel interprofessionnel signé
09273;Saint-Pierre-de-Rivière;668;09-Ariège;CPTS ARIEGE PYRENEES;09 000 475 5;Ariège Pyrénées;Accord conventionnel interprofessionnel signé
09274;Saint-Quentin-la-Tour;338;09-Ariège;;;;
09275;Saint-Quirc;370;09-Ariège;CPTS ARIEGE PYRENEES;09 000 475 5;Ariège Pyrénées;Accord conventionnel interprofessionnel signé
09276;Saint-Victor-Rouzaud;221;09-Ariège;CPTS ARIEGE PYRENEES;09 000 475 5;Ariège Pyrénées;Accord conventionnel interprofessionnel signé
09277;Saint-Ybars;690;09-Ariège;CPTS ARIEGE PYRENEES;09 000 475 5;Ariège Pyrénées;Accord conventionnel interprofessionnel signé
09279;Salsein;48;09-Ariège;CPTS ARIEGE COUSERANS;09 000 491 2;Ariège Couserans;Accord conventionnel interprofessionnel signé
09280;Saurat;659;09-Ariège;CPTS ARIEGE PYRENEES;09 000 475 5;Ariège Pyrénées;Accord conventionnel interprofessionnel signé
09281;Sautel;123;09-Ariège;;;;
09282;Saverdun;4815;09-Ariège;CPTS ARIEGE PYRENEES;09 000 475 5;Ariège Pyrénées;Accord conventionnel interprofessionnel signé
09283;Savignac-les-Ormeaux;398;09-Ariège;CPTS ARIEGE PYRENEES;09 000 475 5;Ariège Pyrénées;Accord conventionnel interprofessionnel signé
09284;Ségura;188;09-Ariège;CPTS ARIEGE PYRENEES;09 000 475 5;Ariège Pyrénées;Accord conventionnel interprofessionnel signé
09285;Seix;704;09-Ariège;CPTS ARIEGE COUSERANS;09 000 491 2;Ariège Couserans;Accord conventionnel interprofessionnel signé
09287;Senconac;11;09-Ariège;CPTS ARIEGE PYRENEES;09 000 475 5;Ariège Pyrénées;Accord conventionnel interprofessionnel signé
09289;Lorp-Sentaraille;1461;09-Ariège;CPTS ARIEGE COUSERANS;09 000 491 2;Ariège Couserans;Accord conventionnel interprofessionnel signé
09290;Sentein;158;09-Ariège;CPTS ARIEGE COUSERANS;09 000 491 2;Ariège Couserans;Accord conventionnel interprofessionnel signé
09291;Sentenac-d'Oust;105;09-Ariège;CPTS ARIEGE COUSERANS;09 000 491 2;Ariège Couserans;Accord conventionnel interprofessionnel signé
09292;Sentenac-de-Sérou;58;09-Ariège;CPTS ARIEGE COUSERANS;09 000 491 2;Ariège Couserans;Accord conventionnel interprofessionnel signé
09293;Serres-sur-Arget;678;09-Ariège;CPTS ARIEGE PYRENEES;09 000 475 5;Ariège Pyrénées;Accord conventionnel interprofessionnel signé
09294;Sieuras;101;09-Ariège;CPTS ARIEGE PYRENEES;09 000 475 5;Ariège Pyrénées;Accord conventionnel interprofessionnel signé
09295;Siguer;96;09-Ariège;CPTS ARIEGE PYRENEES;09 000 475 5;Ariège Pyrénées;Accord conventionnel interprofessionnel signé
09296;Aulos-Sinsat;150;09-Ariège;CPTS ARIEGE PYRENEES;09 000 475 5;Ariège Pyrénées;Accord conventionnel interprofessionnel signé
09297;Sor;27;09-Ariège;CPTS ARIEGE COUSERANS;09 000 491 2;Ariège Couserans;Accord conventionnel interprofessionnel signé
09298;Sorgeat;83;09-Ariège;CPTS ARIEGE PYRENEES;09 000 475 5;Ariège Pyrénées;Accord conventionnel interprofessionnel signé
09299;Soueix-Rogalle;430;09-Ariège;CPTS ARIEGE COUSERANS;09 000 491 2;Ariège Couserans;Accord conventionnel interprofessionnel signé
09300;Soula;176;09-Ariège;;;;
09301;Soulan;372;09-Ariège;CPTS ARIEGE COUSERANS;09 000 491 2;Ariège Couserans;Accord conventionnel interprofessionnel signé
09303;Surba;319;09-Ariège;CPTS ARIEGE PYRENEES;09 000 475 5;Ariège Pyrénées;Accord conventionnel interprofessionnel signé
09304;Suzan;17;09-Ariège;CPTS ARIEGE COUSERANS;09 000 491 2;Ariège Couserans;Accord conventionnel interprofessionnel signé
09305;Tabre;352;09-Ariège;;;;
09306;Tarascon-sur-Ariège;3013;09-Ariège;CPTS ARIEGE PYRENEES;09 000 475 5;Ariège Pyrénées;Accord conventionnel interprofessionnel signé
09307;Taurignan-Castet;154;09-Ariège;CPTS ARIEGE COUSERANS;09 000 491 2;Ariège Couserans;Accord conventionnel interprofessionnel signé
09308;Taurignan-Vieux;207;09-Ariège;CPTS ARIEGE COUSERANS;09 000 491 2;Ariège Couserans;Accord conventionnel interprofessionnel signé
09309;Teilhet;156;09-Ariège;;;;
09310;Thouars-sur-Arize;44;09-Ariège;CPTS ARIEGE PYRENEES;09 000 475 5;Ariège Pyrénées;Accord conventionnel interprofessionnel signé
09311;Tignac;21;09-Ariège;CPTS ARIEGE PYRENEES;09 000 475 5;Ariège Pyrénées;Accord conventionnel interprofessionnel signé
09312;La Tour-du-Crieu;3232;09-Ariège;CPTS ARIEGE PYRENEES;09 000 475 5;Ariège Pyrénées;Accord conventionnel interprofessionnel signé
09313;Tourtouse;158;09-Ariège;CPTS ARIEGE COUSERANS;09 000 491 2;Ariège Couserans;Accord conventionnel interprofessionnel signé
09314;Tourtrol;262;09-Ariège;;;;
09315;Trémoulet;121;09-Ariège;CPTS ARIEGE PYRENEES;09 000 475 5;Ariège Pyrénées;Accord conventionnel interprofessionnel signé
09316;Troye-d'Ariège;109;09-Ariège;;;;
09318;Unac;126;09-Ariège;CPTS ARIEGE PYRENEES;09 000 475 5;Ariège Pyrénées;Accord conventionnel interprofessionnel signé
09319;Unzent;114;09-Ariège;CPTS ARIEGE PYRENEES;09 000 475 5;Ariège Pyrénées;Accord conventionnel interprofessionnel signé
09320;Urs;28;09-Ariège;CPTS ARIEGE PYRENEES;09 000 475 5;Ariège Pyrénées;Accord conventionnel interprofessionnel signé
09321;Ussat;310;09-Ariège;CPTS ARIEGE PYRENEES;09 000 475 5;Ariège Pyrénées;Accord conventionnel interprofessionnel signé
09322;Ustou;268;09-Ariège;CPTS ARIEGE COUSERANS;09 000 491 2;Ariège Couserans;Accord conventionnel interprofessionnel signé
09323;Vals;90;09-Ariège;;;;
09324;Varilhes;3495;09-Ariège;CPTS ARIEGE PYRENEES;09 000 475 5;Ariège Pyrénées;Accord conventionnel interprofessionnel signé
09325;Vaychis;32;09-Ariège;CPTS ARIEGE PYRENEES;09 000 475 5;Ariège Pyrénées;Accord conventionnel interprofessionnel signé
09326;Vèbre;121;09-Ariège;CPTS ARIEGE PYRENEES;09 000 475 5;Ariège Pyrénées;Accord conventionnel interprofessionnel signé
09327;Ventenac;235;09-Ariège;CPTS ARIEGE PYRENEES;09 000 475 5;Ariège Pyrénées;Accord conventionnel interprofessionnel signé
09328;Verdun;213;09-Ariège;CPTS ARIEGE PYRENEES;09 000 475 5;Ariège Pyrénées;Accord conventionnel interprofessionnel signé
09329;Vernajoul;698;09-Ariège;CPTS ARIEGE PYRENEES;09 000 475 5;Ariège Pyrénées;Accord conventionnel interprofessionnel signé
09330;Vernaux;29;09-Ariège;CPTS ARIEGE PYRENEES;09 000 475 5;Ariège Pyrénées;Accord conventionnel interprofessionnel signé
09331;Le Vernet;727;09-Ariège;CPTS ARIEGE PYRENEES;09 000 475 5;Ariège Pyrénées;Accord conventionnel interprofessionnel signé
09332;Verniolle;2295;09-Ariège;CPTS ARIEGE PYRENEES;09 000 475 5;Ariège Pyrénées;Accord conventionnel interprofessionnel signé
09334;Val-de-Sos;554;09-Ariège;CPTS ARIEGE PYRENEES;09 000 475 5;Ariège Pyrénées;Accord conventionnel interprofessionnel signé
09335;Villeneuve;41;09-Ariège;CPTS ARIEGE COUSERANS;09 000 491 2;Ariège Couserans;Accord conventionnel interprofessionnel signé
09336;Villeneuve-d'Olmes;957;09-Ariège;;;;
09338;Villeneuve-du-Latou;154;09-Ariège;CPTS ARIEGE PYRENEES;09 000 475 5;Ariège Pyrénées;Accord conventionnel interprofessionnel signé
09339;Villeneuve-du-Paréage;778;09-Ariège;CPTS ARIEGE PYRENEES;09 000 475 5;Ariège Pyrénées;Accord conventionnel interprofessionnel signé
09340;Vira;156;09-Ariège;CPTS ARIEGE PYRENEES;09 000 475 5;Ariège Pyrénées;Accord conventionnel interprofessionnel signé
09341;Viviès;153;09-Ariège;;;;
09342;Sainte-Suzanne;238;09-Ariège;CPTS ARIEGE PYRENEES;09 000 475 5;Ariège Pyrénées;Accord conventionnel interprofessionnel signé
11001;Aigues-Vives;550;11-Aude;CPTS ALARIC;11 000 946 1;Alaric;Accord conventionnel interprofessionnel signé
11002;Airoux;170;11-Aude;CPTS DU LAURAGAIS AUDOIS;11 001 005 5;Lauragais audois;Lettre d'intention validée
11003;Ajac;201;11-Aude;CPTS MOYENNE ET HAUTE VALLEE DE L'AUDE;11 000 990 9;Moyenne et haute vallée de l'Aude;Accord conventionnel interprofessionnel signé
11004;Alaigne;337;11-Aude;CPTS MOYENNE ET HAUTE VALLEE DE L'AUDE;11 000 990 9;Moyenne et haute vallée de l'Aude;Accord conventionnel interprofessionnel signé
11005;Alairac;1338;11-Aude;CPTS DU BASSIN CARCASSONNAIS;11 000 981 8;Bassin carcassonnais;Accord conventionnel interprofessionnel signé
11006;Albas;78;11-Aude;CPTS DU GRAND NARBONNE;11 000 973 5;Grand Narbonne;Accord conventionnel interprofessionnel signé
11007;Albières;119;11-Aude;;;;
11008;Alet-les-Bains;388;11-Aude;CPTS MOYENNE ET HAUTE VALLEE DE L'AUDE;11 000 990 9;Moyenne et haute vallée de l'Aude;Accord conventionnel interprofessionnel signé
11009;Alzonne;1592;11-Aude;CPTS DU BASSIN CARCASSONNAIS;11 000 981 8;Bassin carcassonnais;Accord conventionnel interprofessionnel signé
11010;Antugnac;270;11-Aude;CPTS MOYENNE ET HAUTE VALLEE DE L'AUDE;11 000 990 9;Moyenne et haute vallée de l'Aude;Accord conventionnel interprofessionnel signé
11011;Aragon;467;11-Aude;CPTS CABARDES;11 000 952 9;Cabardès;Accord conventionnel interprofessionnel signé
11012;Argeliers;2155;11-Aude;CPTS DU GRAND NARBONNE;11 000 973 5;Grand Narbonne;Accord conventionnel interprofessionnel signé
11013;Argens-Minervois;355;11-Aude;CPTS ALARIC;11 000 946 1;Alaric;Accord conventionnel interprofessionnel signé
11014;Armissan;1495;11-Aude;CPTS DU GRAND NARBONNE;11 000 973 5;Grand Narbonne;Accord conventionnel interprofessionnel signé
11015;Arques;261;11-Aude;CPTS MOYENNE ET HAUTE VALLEE DE L'AUDE;11 000 990 9;Moyenne et haute vallée de l'Aude;Accord conventionnel interprofessionnel signé
11016;Arquettes-en-Val;80;11-Aude;;;;
11017;Artigues;75;11-Aude;CPTS AGLY PYRENEES CORBIERES MEDITERRANEE;66 001 226 1;Agly Pyrénées Corbières Méditerranée;Accord conventionnel interprofessionnel signé
11018;Arzens;1211;11-Aude;CPTS DU BASSIN CARCASSONNAIS;11 000 981 8;Bassin carcassonnais;Accord conventionnel interprofessionnel signé
11019;Aunat;62;11-Aude;CPTS MOYENNE ET HAUTE VALLEE DE L'AUDE;11 000 990 9;Moyenne et haute vallée de l'Aude;Accord conventionnel interprofessionnel signé
11020;Auriac;35;11-Aude;;;;
11021;Axat;513;11-Aude;CPTS AGLY PYRENEES CORBIERES MEDITERRANEE;66 001 226 1;Agly Pyrénées Corbières Méditerranée;Accord conventionnel interprofessionnel signé
11022;Azille;1123;11-Aude;CPTS ALARIC;11 000 946 1;Alaric;Accord conventionnel interprofessionnel signé
11023;Badens;745;11-Aude;CPTS ALARIC;11 000 946 1;Alaric;Accord conventionnel interprofessionnel signé
11024;Bages;782;11-Aude;CPTS DU GRAND NARBONNE;11 000 973 5;Grand Narbonne;Accord conventionnel interprofessionnel signé
11025;Bagnoles;308;11-Aude;CPTS CABARDES;11 000 952 9;Cabardès;Accord conventionnel interprofessionnel signé
11026;Baraigne;172;11-Aude;CPTS DU LAURAGAIS AUDOIS;11 001 005 5;Lauragais audois;Lettre d'intention validée
11027;Barbaira;793;11-Aude;CPTS ALARIC;11 000 946 1;Alaric;Accord conventionnel interprofessionnel signé
11028;Belcaire;376;11-Aude;CPTS MOYENNE ET HAUTE VALLEE DE L'AUDE;11 000 990 9;Moyenne et haute vallée de l'Aude;Accord conventionnel interprofessionnel signé
11029;Belcastel-et-Buc;61;11-Aude;CPTS MOYENNE ET HAUTE VALLEE DE L'AUDE;11 000 990 9;Moyenne et haute vallée de l'Aude;Accord conventionnel interprofessionnel signé
11030;Belflou;114;11-Aude;;;;
11031;Belfort-sur-Rebenty;21;11-Aude;CPTS MOYENNE ET HAUTE VALLEE DE L'AUDE;11 000 990 9;Moyenne et haute vallée de l'Aude;Accord conventionnel interprofessionnel signé
11032;Bellegarde-du-Razès;247;11-Aude;CPTS MOYENNE ET HAUTE VALLEE DE L'AUDE;11 000 990 9;Moyenne et haute vallée de l'Aude;Accord conventionnel interprofessionnel signé
11033;Belpech;1339;11-Aude;;;;
11034;Belvèze-du-Razès;853;11-Aude;CPTS MOYENNE ET HAUTE VALLEE DE L'AUDE;11 000 990 9;Moyenne et haute vallée de l'Aude;Accord conventionnel interprofessionnel signé
11035;Belvianes-et-Cavirac;238;11-Aude;CPTS MOYENNE ET HAUTE VALLEE DE L'AUDE;11 000 990 9;Moyenne et haute vallée de l'Aude;Accord conventionnel interprofessionnel signé
11036;Belvis;161;11-Aude;CPTS MOYENNE ET HAUTE VALLEE DE L'AUDE;11 000 990 9;Moyenne et haute vallée de l'Aude;Accord conventionnel interprofessionnel signé
11037;Berriac;950;11-Aude;CPTS DU BASSIN CARCASSONNAIS;11 000 981 8;Bassin carcassonnais;Accord conventionnel interprofessionnel signé
11038;Bessède-de-Sault;46;11-Aude;CPTS AGLY PYRENEES CORBIERES MEDITERRANEE;66 001 226 1;Agly Pyrénées Corbières Méditerranée;Accord conventionnel interprofessionnel signé
11039;La Bezole;47;11-Aude;CPTS MOYENNE ET HAUTE VALLEE DE L'AUDE;11 000 990 9;Moyenne et haute vallée de l'Aude;Accord conventionnel interprofessionnel signé
11040;Bizanet;1754;11-Aude;CPTS DU GRAND NARBONNE;11 000 973 5;Grand Narbonne;Accord conventionnel interprofessionnel signé
11041;Bize-Minervois;1243;11-Aude;CPTS DU GRAND NARBONNE;11 000 973 5;Grand Narbonne;Accord conventionnel interprofessionnel signé
11042;Blomac;235;11-Aude;CPTS ALARIC;11 000 946 1;Alaric;Accord conventionnel interprofessionnel signé
11043;Bouilhonnac;221;11-Aude;CPTS ALARIC;11 000 946 1;Alaric;Accord conventionnel interprofessionnel signé
11044;Bouisse;104;11-Aude;;;;
11045;Bouriège;144;11-Aude;CPTS MOYENNE ET HAUTE VALLEE DE L'AUDE;11 000 990 9;Moyenne et haute vallée de l'Aude;Accord conventionnel interprofessionnel signé
11046;Bourigeole;55;11-Aude;CPTS MOYENNE ET HAUTE VALLEE DE L'AUDE;11 000 990 9;Moyenne et haute vallée de l'Aude;Accord conventionnel interprofessionnel signé
11047;Le Bousquet;48;11-Aude;CPTS AGLY PYRENEES CORBIERES MEDITERRANEE;66 001 226 1;Agly Pyrénées Corbières Méditerranée;Accord conventionnel interprofessionnel signé
11048;Boutenac;722;11-Aude;CPTS ALARIC;11 000 946 1;Alaric;Accord conventionnel interprofessionnel signé
11049;Bram;3226;11-Aude;;;;
11051;Brézilhac;184;11-Aude;;;;
11052;Brousses-et-Villaret;340;11-Aude;CPTS CABARDES;11 000 952 9;Cabardès;Accord conventionnel interprofessionnel signé
11053;Brugairolles;287;11-Aude;CPTS MOYENNE ET HAUTE VALLEE DE L'AUDE;11 000 990 9;Moyenne et haute vallée de l'Aude;Accord conventionnel interprofessionnel signé
11054;Les Brunels;269;11-Aude;CPTS DU LAURAGAIS AUDOIS;11 001 005 5;Lauragais audois;Lettre d'intention validée
11055;Bugarach;240;11-Aude;CPTS MOYENNE ET HAUTE VALLEE DE L'AUDE;11 000 990 9;Moyenne et haute vallée de l'Aude;Accord conventionnel interprofessionnel signé
11056;Cabrespine;167;11-Aude;CPTS ALARIC;11 000 946 1;Alaric;Accord conventionnel interprofessionnel signé
11057;Cahuzac;28;11-Aude;;;;
11058;Cailhau;251;11-Aude;;;;
11059;Cailhavel;144;11-Aude;;;;
11060;Cailla;50;11-Aude;CPTS AGLY PYRENEES CORBIERES MEDITERRANEE;66 001 226 1;Agly Pyrénées Corbières Méditerranée;Accord conventionnel interprofessionnel signé
11061;Cambieure;313;11-Aude;CPTS MOYENNE ET HAUTE VALLEE DE L'AUDE;11 000 990 9;Moyenne et haute vallée de l'Aude;Accord conventionnel interprofessionnel signé
11062;Campagna-de-Sault;19;11-Aude;CPTS MOYENNE ET HAUTE VALLEE DE L'AUDE;11 000 990 9;Moyenne et haute vallée de l'Aude;Accord conventionnel interprofessionnel signé
11063;Campagne-sur-Aude;606;11-Aude;CPTS MOYENNE ET HAUTE VALLEE DE L'AUDE;11 000 990 9;Moyenne et haute vallée de l'Aude;Accord conventionnel interprofessionnel signé
11064;Camplong-d'Aude;373;11-Aude;CPTS ALARIC;11 000 946 1;Alaric;Accord conventionnel interprofessionnel signé
11065;Camps-sur-l'Agly;51;11-Aude;CPTS MOYENNE ET HAUTE VALLEE DE L'AUDE;11 000 990 9;Moyenne et haute vallée de l'Aude;Accord conventionnel interprofessionnel signé
11066;Camurac;104;11-Aude;CPTS MOYENNE ET HAUTE VALLEE DE L'AUDE;11 000 990 9;Moyenne et haute vallée de l'Aude;Accord conventionnel interprofessionnel signé
11067;Canet;1832;11-Aude;CPTS DU GRAND NARBONNE;11 000 973 5;Grand Narbonne;Accord conventionnel interprofessionnel signé
